model_id,prompt_id,task_type,pair,run_id,cosine_similarity,flag_low_similarity
llama3.2:3b,1,summarization,EN-TR,2,0.6652343273162842,False
llama3.2:3b,1,summarization,DE-TR,2,0.6113950610160828,False
llama3.2:3b,2,summarization,EN-DE,1,0.5979095101356506,False
llama3.2:3b,2,summarization,EN-TR,1,0.7971896529197693,False
llama3.2:3b,2,summarization,DE-TR,1,0.6855544447898865,False
llama3.2:3b,2,summarization,EN-DE,2,0.6014354228973389,False
llama3.2:3b,2,summarization,EN-TR,2,0.7479041814804077,False
llama3.2:3b,2,summarization,DE-TR,2,0.6046273708343506,False
llama3.2:3b,3,summarization,EN-DE,1,0.5731000900268555,False
llama3.2:3b,3,summarization,EN-TR,1,0.6478918790817261,False
llama3.2:3b,3,summarization,DE-TR,1,0.7775989770889282,False
llama3.2:3b,3,summarization,EN-DE,2,0.6538956165313721,False
llama3.2:3b,3,summarization,EN-TR,2,0.7622031569480896,False
llama3.2:3b,3,summarization,DE-TR,2,0.7250750064849854,False
llama3.2:3b,4,summarization,EN-DE,1,0.6267058253288269,False
llama3.2:3b,4,summarization,EN-TR,1,0.5278860330581665,False
llama3.2:3b,4,summarization,DE-TR,1,0.6860567331314087,False
llama3.2:3b,4,summarization,EN-DE,2,0.49603694677352905,True
llama3.2:3b,4,summarization,EN-TR,2,0.5164435505867004,False
llama3.2:3b,4,summarization,DE-TR,2,0.6794528961181641,False
llama3.2:3b,17,creative,EN-DE,1,0.7193348407745361,False
llama3.2:3b,17,creative,EN-TR,1,0.600078821182251,False
llama3.2:3b,17,creative,DE-TR,1,0.6694401502609253,False
llama3.2:3b,17,creative,EN-DE,2,0.7008335590362549,False
llama3.2:3b,17,creative,EN-TR,2,0.5478742122650146,False
llama3.2:3b,17,creative,DE-TR,2,0.6010662913322449,False
llama3.2:3b,18,creative,EN-DE,1,0.6228657960891724,False
llama3.2:3b,18,creative,EN-TR,1,0.5374689102172852,False
llama3.2:3b,18,creative,DE-TR,1,0.6304352879524231,False
llama3.2:3b,18,creative,EN-DE,2,0.6403092741966248,False
llama3.2:3b,18,creative,EN-TR,2,0.6340041756629944,False
llama3.2:3b,18,creative,DE-TR,2,0.6164677739143372,False
llama3.2:3b,19,creative,EN-DE,1,0.4009518623352051,True
llama3.2:3b,19,creative,EN-TR,1,0.5597368478775024,False
llama3.2:3b,19,creative,DE-TR,1,0.4713922441005707,True
llama3.2:3b,19,creative,EN-DE,2,0.3612253963947296,True
llama3.2:3b,19,creative,EN-TR,2,0.47171515226364136,True
llama3.2:3b,19,creative,DE-TR,2,0.7505264282226562,False
llama3.2:3b,20,creative,EN-DE,1,0.5513709783554077,False
llama3.2:3b,20,creative,EN-TR,1,0.49908560514450073,False
llama3.2:3b,20,creative,DE-TR,1,0.6194427013397217,False
llama3.2:3b,20,creative,EN-DE,2,0.5049887895584106,False
llama3.2:3b,20,creative,EN-TR,2,0.5472978353500366,False
llama3.2:3b,20,creative,DE-TR,2,0.6969492435455322,False
phi3:latest,1,summarization,EN-DE,1,0.616216242313385,False
phi3:latest,1,summarization,EN-TR,1,0.48479917645454407,False
phi3:latest,1,summarization,DE-TR,1,0.5657401084899902,False
phi3:latest,1,summarization,EN-DE,2,0.7351500988006592,False
phi3:latest,1,summarization,EN-TR,2,0.36340680718421936,False
phi3:latest,1,summarization,DE-TR,2,0.42665061354637146,False
phi3:latest,2,summarization,EN-DE,1,0.7386935949325562,False
phi3:latest,2,summarization,EN-TR,1,0.7115199565887451,False
phi3:latest,2,summarization,DE-TR,1,0.6127811670303345,False
phi3:latest,2,summarization,EN-DE,2,0.731284499168396,False
phi3:latest,2,summarization,EN-TR,2,0.7518223524093628,False
phi3:latest,2,summarization,DE-TR,2,0.7802070379257202,False
phi3:latest,3,summarization,EN-DE,1,0.8680120706558228,False
phi3:latest,3,summarization,EN-TR,1,0.5913916230201721,False
phi3:latest,3,summarization,DE-TR,1,0.68186354637146,False
phi3:latest,3,summarization,EN-DE,2,0.7887342572212219,False
phi3:latest,3,summarization,EN-TR,2,0.5576181411743164,False
phi3:latest,3,summarization,DE-TR,2,0.6433113813400269,False
phi3:latest,4,summarization,EN-DE,1,0.6881213784217834,False
phi3:latest,4,summarization,EN-TR,1,0.6018322110176086,False
phi3:latest,4,summarization,DE-TR,1,0.7918232083320618,False
phi3:latest,4,summarization,EN-DE,2,0.7128242254257202,False
phi3:latest,4,summarization,EN-TR,2,0.5958364009857178,False
phi3:latest,4,summarization,DE-TR,2,0.7484200596809387,False
phi3:latest,17,creative,EN-DE,1,0.7626173496246338,False
phi3:latest,17,creative,EN-TR,1,0.38705796003341675,False
phi3:latest,17,creative,DE-TR,1,0.3977440893650055,False
phi3:latest,17,creative,EN-DE,2,0.7261149883270264,False
phi3:latest,17,creative,EN-TR,2,0.45145004987716675,False
phi3:latest,17,creative,DE-TR,2,0.4762399196624756,False
phi3:latest,18,creative,EN-DE,1,0.6848868131637573,False
phi3:latest,18,creative,EN-TR,1,0.33223551511764526,True
phi3:latest,18,creative,DE-TR,1,0.3784554600715637,False
phi3:latest,18,creative,EN-DE,2,0.52839195728302,False
phi3:latest,18,creative,EN-TR,2,0.2974834442138672,True
phi3:latest,18,creative,DE-TR,2,0.43078291416168213,False
phi3:latest,19,creative,EN-DE,1,0.5543306469917297,False
phi3:latest,19,creative,EN-TR,1,0.31001031398773193,True
phi3:latest,19,creative,DE-TR,1,0.3435594439506531,True
phi3:latest,19,creative,EN-DE,2,0.5078021287918091,False
phi3:latest,19,creative,EN-TR,2,0.2403697967529297,True
phi3:latest,19,creative,DE-TR,2,0.5428241491317749,False
phi3:latest,20,creative,EN-DE,1,0.6737250089645386,False
phi3:latest,20,creative,EN-TR,1,0.4033605456352234,False
phi3:latest,20,creative,DE-TR,1,0.5652625560760498,False
phi3:latest,20,creative,EN-DE,2,0.7826786041259766,False
phi3:latest,20,creative,EN-TR,2,0.3612447679042816,False
phi3:latest,20,creative,DE-TR,2,0.41424816846847534,False
phi4-mini:3.8b,1,summarization,EN-DE,1,0.728826642036438,False
phi4-mini:3.8b,1,summarization,EN-TR,1,0.6412781476974487,False
phi4-mini:3.8b,1,summarization,DE-TR,1,0.7692510485649109,False
phi4-mini:3.8b,1,summarization,EN-DE,2,0.7000328302383423,False
phi4-mini:3.8b,1,summarization,EN-TR,2,0.601763129234314,False
phi4-mini:3.8b,1,summarization,DE-TR,2,0.8012666702270508,False
phi4-mini:3.8b,2,summarization,EN-DE,1,0.7728071212768555,False
phi4-mini:3.8b,2,summarization,EN-TR,1,0.7154370546340942,False
phi4-mini:3.8b,2,summarization,DE-TR,1,0.8850948810577393,False
phi4-mini:3.8b,2,summarization,EN-DE,2,0.8092722296714783,False
phi4-mini:3.8b,2,summarization,EN-TR,2,0.7067831754684448,False
phi4-mini:3.8b,2,summarization,DE-TR,2,0.7407008409500122,False
phi4-mini:3.8b,3,summarization,EN-DE,1,0.7809640169143677,False
phi4-mini:3.8b,3,summarization,EN-TR,1,0.747532844543457,False
phi4-mini:3.8b,3,summarization,DE-TR,1,0.8104941844940186,False
phi4-mini:3.8b,3,summarization,EN-DE,2,0.7999623417854309,False
phi4-mini:3.8b,3,summarization,EN-TR,2,0.7996805906295776,False
phi4-mini:3.8b,3,summarization,DE-TR,2,0.9135358333587646,False
phi4-mini:3.8b,4,summarization,EN-DE,1,0.6242737770080566,False
phi4-mini:3.8b,4,summarization,EN-TR,1,0.6253501772880554,False
phi4-mini:3.8b,4,summarization,DE-TR,1,0.7450469732284546,False
phi4-mini:3.8b,4,summarization,EN-DE,2,0.6170885562896729,False
phi4-mini:3.8b,4,summarization,EN-TR,2,0.6781890392303467,False
phi4-mini:3.8b,4,summarization,DE-TR,2,0.7496412992477417,False
phi4-mini:3.8b,17,creative,EN-DE,1,0.7220095992088318,False
phi4-mini:3.8b,17,creative,EN-TR,1,0.47898200154304504,True
phi4-mini:3.8b,17,creative,DE-TR,1,0.712661862373352,False
phi4-mini:3.8b,17,creative,EN-DE,2,0.6266297101974487,False
phi4-mini:3.8b,17,creative,EN-TR,2,0.4717145264148712,True
phi4-mini:3.8b,17,creative,DE-TR,2,0.6569265127182007,False
phi4-mini:3.8b,18,creative,EN-DE,1,0.7391371130943298,False
phi4-mini:3.8b,18,creative,EN-TR,1,0.6062324047088623,False
phi4-mini:3.8b,18,creative,DE-TR,1,0.6738424301147461,False
phi4-mini:3.8b,18,creative,EN-DE,2,0.5975687503814697,False
phi4-mini:3.8b,18,creative,EN-TR,2,0.6573452353477478,False
phi4-mini:3.8b,18,creative,DE-TR,2,0.6890283823013306,False
phi4-mini:3.8b,19,creative,EN-DE,1,0.6846648454666138,False
phi4-mini:3.8b,19,creative,EN-TR,1,0.37533462047576904,True
phi4-mini:3.8b,19,creative,DE-TR,1,0.6076959371566772,False
phi4-mini:3.8b,19,creative,EN-DE,2,0.5034228563308716,True
phi4-mini:3.8b,19,creative,EN-TR,2,0.3799471855163574,True
phi4-mini:3.8b,19,creative,DE-TR,2,0.6151086091995239,False
phi4-mini:3.8b,20,creative,EN-DE,1,0.611472487449646,False
phi4-mini:3.8b,20,creative,EN-TR,1,0.6830565929412842,False
phi4-mini:3.8b,20,creative,DE-TR,1,0.7165547609329224,False
phi4-mini:3.8b,20,creative,EN-DE,2,0.5717124938964844,False
phi4-mini:3.8b,20,creative,EN-TR,2,0.5988896489143372,False
phi4-mini:3.8b,20,creative,DE-TR,2,0.6071109771728516,False
